Order Date,PO No.,WMDC,Order type（Promotional Event）,Nestle BU,是否为手工单,是否为稳定库存,Order qty,起送日,MABD,order category,Exception category,Item Type,Customer order Item,原始MABD,新MABD,沃尔玛产品编码,雀巢产品编码,Material Description,原单箱规,原订单数量,修改后订单数量,雀巢数量,雀巢价格,沃尔玛价格,Exception reason
11/16/2021,0022990368,WHDC,SYSOS,Coffee,,稳定,383,10/29/2021,11/01/2021,exception,,Item,5,,11/01/2021,020642785,12476896,雀巢咖啡1+2原味条装双豆拼配即溶咖啡饮品 @8(60x15g) CN,,,,40,651,633,价差订单
11/16/2021,0022990368,WHDC,SYSOS,,,稳定,383,10/29/2021,11/01/2021,exception,跨月订单,Order,5,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,0022990369,WHDC,SYSOS,Dairy,,稳定,430,10/29/2021,11/01/2021,exception,,Item,6,,11/01/2021,020046735,12413033,雀巢爱思培学生奶盒装400g,,,,120,651,633,价差订单
11/16/2021,0022990369,WHDC,SYSOS,,,稳定,430,10/29/2021,11/01/2021,exception,跨月订单,Order,6,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,0022990418,WHDC,SYSOS,,,稳定,96,11/04/2021,11/08/2021,clean,,Order,1,,11/08/2021,,,,,,,,,,
11/16/2021,0022990441,WHDC,SYSOS,Coffee,,稳定,470,11/09/2021,11/11/2021,exception,,Item,5,,11/11/2021,020642785,12476896,雀巢咖啡1+2原味条装双豆拼配即溶咖啡饮品 @8(60x15g) CN,,,,40,651,633,价差订单
11/16/2021,0022990441,WHDC,SYSOS,,,稳定,470,11/09/2021,11/11/2021,clean,,Order,5,,11/11/2021,,,,,,,,,,
11/16/2021,0050254779,GZDC,SYSOS,,,稳定,10,10/29/2021,11/04/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,1,11/01/2021,11/04/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,0050254784,GZDC,SYSOS,,,稳定,130,11/01/2021,11/04/2021,clean,,Order,3,,11/04/2021,,,,,,,,,,
11/16/2021,0050254786,GZDC,REGPRO2124,,,稳定,40,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,2,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,0100283499,TJDC,SYSOS,,,稳定,70,11/04/2021,11/08/2021,clean,,Order,2,,11/08/2021,,,,,,,,,,
11/16/2021,0550499324,SZDC,SYSOS,Dairy,,稳定,305,10/29/2021,11/01/2021,exception,,Item,7,,11/01/2021,020046735,12413033,雀巢爱思培学生奶盒装400g,,,,48,651,633,价差订单
11/16/2021,0550499324,SZDC,SYSOS,,,稳定,305,10/29/2021,11/01/2021,exception,跨月订单,Order,7,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,0550499480,SZDC,SYSOS,Dairy,,稳定,153,11/04/2021,11/08/2021,exception,,Item,3,,11/08/2021,021118190,12424359,雀巢怡养中老年奶粉袋装 @12(28x25g) CN,,,,35,651,633,价差订单
11/16/2021,0550499480,SZDC,SYSOS,,,稳定,153,11/04/2021,11/08/2021,clean,,Order,3,,11/08/2021,,,,,,,,,,
11/16/2021,0550499514,SZDC,SYSOS,Coffee,,稳定,697,11/09/2021,11/11/2021,exception,,Item,10,,11/11/2021,020627101,12476895,雀巢咖啡1+2奶香双豆拼配条装即溶咖啡 @12(30x15g) CN,,,,48,651,633,价差订单
11/16/2021,0550499514,SZDC,SYSOS,,,稳定,697,11/09/2021,11/11/2021,clean,,Order,10,,11/11/2021,,,,,,,,,,
11/16/2021,1000665953,JXDC,REGPRO2124,,,稳定,5,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,1,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,1001042129,GZDC,POS REPLEN,,,稳定,398,11/07/2021,11/11/2021,exception,问题订单,Order,3,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,1001042209,GZDC,POS REPLEN,,,稳定,198,11/09/2021,11/13/2021,exception,问题订单,Order,3,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,1100425600,TJDC,SYSOS,Dairy,,,266,10/29/2021,11/01/2021,exception,,Item,54,,11/01/2021,020210861,12481866,雀巢怡运脱脂高钙奶粉袋装@12(16x25g) CN,,,,11,811,770,特殊产品需检查订单
11/16/2021,1100425600,TJDC,SYSOS,,,,266,10/29/2021,11/01/2021,exception,跨月订单,Order,54,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,1100425601,TJDC,SYSOS,,,,66,10/29/2021,11/01/2021,exception,仓租不为1.3%订单; 跨月订单,Order,10,,11/01/2021,,,,,,,,,,仓租不为1.3%订单; 跨月订单
11/16/2021,1100425604,TJDC,SYSOS,Dairy,,,265,10/29/2021,11/01/2021,exception,,Item,45,,11/01/2021,020418793,12482249,雀巢怡运水果加纤营养奶粉甜美草莓味@10x200gCN,,,,1,651,633,特殊产品需检查订单
11/16/2021,1100425604,TJDC,SYSOS,,,,265,10/29/2021,11/01/2021,exception,跨月订单,Order,45,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,1100425605,TJDC,SYSOS,,,,12,10/29/2021,11/03/2021,exception,跨月订单,Order,2,,11/03/2021,,,,,,,,,,跨月订单
